adjustment_id,timestamp,sku_code,location_code,zone,qty_delta,adjustment_type,reason_code,user_ref,shift,system_qty_before,physical_qty_found,doc_ref,remarks,anomaly_pattern,date,hour,unit_cost,value_impact
288571e3-cbaf-4fb9-b224-b8a50ac4dde8,2024-01-03 18:09:44,SKU-023,B-05-01,B,-1,Returns,PICKING_ERROR,USER-01,Afternoon,390,389,ADJ-85319,Qty mismatch after cycle count,NORMAL,2024-01-03,18,6.98,-6.98
c4acb3d4-064e-41fa-a4ea-be94b59f221f,2024-01-03 20:54:06,SKU-028,B-01-03,B,5,Damage,PICKING_ERROR,USER-09,Afternoon,235,240,ADJ-87184,Receiving discrepancy,NORMAL,2024-01-03,20,14.46,72.3
e30a49a1-bd1b-49e7-9ad7-8c69b1e96dd9,2024-01-03 21:42:02,SKU-021,A-01-01,A,-6,Unknown,OTHER,USER-07,Afternoon,195,189,ADJ-79922,,P3_USER07_ENDSHIFT,2024-01-03,21,4.12,-24.72
1a0c41ad-c259-4e08-937e-bdecbecb46da,2024-01-04 06:41:08,SKU-012,B-06-01,B,-5,Unknown,DAMAGED_GOODS,USER-06,Morning,295,290,ADJ-92208,Receiving discrepancy,NORMAL,2024-01-04,6,2.47,-12.35
adc958ba-5c21-4f5d-b4dd-07eff4c96906,2024-01-04 10:14:58,SKU-014,C-05-01,C,-4,Unknown,SYSTEM_ERROR,USER-02,Morning,120,116,ADJ-74463,Zone C location discrepancy,P2_ZONE_C_VOLATILE,2024-01-04,10,2.06,-8.24
7fe50395-56a6-4ef2-97f4-fb50b81ffaeb,2024-01-04 18:28:56,SKU-006,E-03-03,E,-2,Damage,QTY_MISMATCH,USER-06,Afternoon,145,143,ADJ-90492,,NORMAL,2024-01-04,18,10.0,-20.0
a4a81423-46eb-4ddd-ad39-2f7b6c9d6b7d,2024-01-04 19:49:37,SKU-001,B-06-01,B,-1,Damage,DAMAGED_GOODS,USER-05,Afternoon,464,463,ADJ-23124,Putaway error corrected,NORMAL,2024-01-04,19,11.75,-11.75
43db5fe3-2f40-4691-b3a1-829ddc5a40bf,2024-01-04 20:12:47,SKU-003,A-04-02,A,5,Returns,DAMAGED_GOODS,USER-04,Afternoon,277,282,ADJ-24435,Damaged goods removed,NORMAL,2024-01-04,20,10.0,50.0
c3233438-bf13-44f6-8077-c1dbf32d591c,2024-01-04 21:29:32,SKU-010,E-01-03,E,-1,Returns,QTY_MISMATCH,USER-10,Afternoon,184,183,ADJ-75484,,NORMAL,2024-01-04,21,3.95,-3.95
b3fbea09-d0cc-4572-9684-06c901e1f142,2024-01-04 22:04:16,SKU-017,B-05-03,B,-1,Returns,QTY_MISMATCH,USER-09,Night,260,259,ADJ-98857,,NORMAL,2024-01-04,22,3.92,-3.92
b5a92ec3-4f3e-4c00-b925-72109ebe5f07,2024-01-05 03:25:14,SKU-020,D-02-02,D,3,Returns,DAMAGED_GOODS,USER-10,Night,384,387,ADJ-70909,,NORMAL,2024-01-05,3,9.57,28.71
a029d8d7-f6af-498e-a3e2-27b7458af922,2024-01-05 04:59:55,SKU-003,E-05-02,E,1,CycleCount,OTHER,USER-01,Night,228,229,ADJ-39716,,NORMAL,2024-01-05,4,10.0,10.0
c6e8d945-5fd1-4903-bd46-8a5fd46a85c5,2024-01-05 05:26:10,SKU-010,A-05-03,A,-1,Returns,DAMAGED_GOODS,USER-03,Night,486,485,ADJ-48687,,NORMAL,2024-01-05,5,3.95,-3.95
88061eb2-d0e6-429e-bf9a-e4aefdf9d3b7,2024-01-05 11:29:45,SKU-019,B-04-03,B,-1,CycleCount,QTY_MISMATCH,USER-05,Morning,535,536,CC-5963,Normal count,P4_PRE_SPIKE_NORMAL,2024-01-05,11,9.0,-9.0
6c35fa1b-700a-4b52-91c9-0e6dc3120735,2024-01-05 13:24:43,SKU-026,E-03-01,E,4,Returns,PUTAWAY_ERROR,USER-02,Morning,390,394,ADJ-30789,Qty mismatch after cycle count,NORMAL,2024-01-05,13,6.64,26.56
297e6689-58f8-44ed-a90e-78edfa56c36b,2024-01-05 13:33:39,SKU-017,A-05-01,A,-1,Returns,QTY_MISMATCH,USER-04,Morning,66,65,ADJ-58018,Putaway error corrected,NORMAL,2024-01-05,13,3.92,-3.92
96045f81-8106-4d4b-8c39-1b717c7fb076,2024-01-05 14:08:13,SKU-003,D-03-01,D,-2,Damage,DAMAGED_GOODS,USER-09,Afternoon,275,273,DMG-6400,Beverage damage — small qty high value,P5_HIGH_VALUE_LOSS,2024-01-05,14,10.0,-20.0
a64d5aff-5a8a-4e12-8019-90554a490b4f,2024-01-05 14:57:22,SKU-015,B-04-03,B,-1,Damage,SYSTEM_ERROR,USER-03,Afternoon,207,206,ADJ-42706,Qty mismatch after cycle count,NORMAL,2024-01-05,14,2.69,-2.69
1ef8d109-cd66-43c8-96fb-8c639485a92b,2024-01-05 21:35:32,SKU-020,B-05-03,B,-1,CycleCount,RECEIVING_DISCREPANCY,USER-05,Afternoon,449,448,ADJ-24969,Damaged goods removed,NORMAL,2024-01-05,21,9.57,-9.57
e6b0bcd6-2fed-41dd-9069-42d39df3e30d,2024-01-06 01:33:11,SKU-001,A-02-03,A,-5,Damage,PUTAWAY_ERROR,USER-06,Night,105,100,ADJ-83380,Receiving discrepancy,NORMAL,2024-01-06,1,11.75,-58.75
d36cd3f2-a9b0-427e-b993-1c8f513d82ac,2024-01-06 04:08:16,SKU-009,E-02-01,E,2,Unknown,OTHER,USER-09,Night,229,231,ADJ-40475,Qty mismatch after cycle count,NORMAL,2024-01-06,4,2.2,4.4
e03c2fa0-122f-4b54-b669-aa50b7d629a3,2024-01-06 04:39:52,SKU-011,A-04-01,A,1,Damage,PICKING_ERROR,USER-09,Night,408,409,ADJ-42654,Putaway error corrected,NORMAL,2024-01-06,4,2.27,2.27
68f1e468-4790-4f01-8898-57d77b29e644,2024-01-06 06:50:00,SKU-008,C-01-03,C,-6,CycleCount,RECEIVING_DISCREPANCY,USER-06,Morning,66,60,ADJ-21136,Zone C location discrepancy,P2_ZONE_C_VOLATILE,2024-01-06,6,11.42,-68.52
aa9d1a57-ad3c-4a56-a470-7c7d52df8272,2024-01-06 07:47:03,SKU-024,B-01-03,B,-1,Damage,RECEIVING_DISCREPANCY,USER-06,Morning,437,436,ADJ-29356,Damaged goods removed,NORMAL,2024-01-06,7,5.46,-5.46
eeb70d16-124c-415c-ac3f-70cdbd63fe89,2024-01-06 08:16:06,SKU-015,B-02-01,B,-4,Returns,SYSTEM_ERROR,USER-05,Morning,305,301,ADJ-60930,Putaway error corrected,NORMAL,2024-01-06,8,2.69,-10.76
f2420e22-e409-4b84-b01f-564e1c0f1aa0,2024-01-06 08:46:35,SKU-011,A-02-01,A,2,Returns,PICKING_ERROR,USER-02,Morning,407,409,ADJ-37636,,NORMAL,2024-01-06,8,2.27,4.54
f3810bee-0b6d-451c-b8f6-88bdb693f382,2024-01-06 12:30:51,SKU-026,E-06-02,E,-1,CycleCount,PICKING_ERROR,USER-10,Morning,267,266,ADJ-74918,Putaway error corrected,NORMAL,2024-01-06,12,6.64,-6.64
4105e50a-257e-40e1-a6ff-16332abf8f61,2024-01-06 13:39:51,SKU-025,E-05-03,E,1,Returns,PUTAWAY_ERROR,USER-05,Morning,350,351,ADJ-34535,Putaway error corrected,NORMAL,2024-01-06,13,2.27,2.27
773818c7-5707-499d-992b-f8e62bf2a80a,2024-01-06 14:42:20,SKU-016,B-03-01,B,1,Returns,DAMAGED_GOODS,USER-05,Afternoon,144,145,ADJ-58878,Receiving discrepancy,NORMAL,2024-01-06,14,4.94,4.94
5c0e498e-e934-4e51-8bef-fbfd923bdf23,2024-01-06 14:48:43,SKU-022,D-03-02,D,-1,Returns,RECEIVING_DISCREPANCY,USER-05,Afternoon,96,95,ADJ-15273,Putaway error corrected,NORMAL,2024-01-06,14,2.47,-2.47
09696bac-afff-41d6-985f-668abba975c1,2024-01-06 14:50:00,SKU-017,D-03-02,D,5,Damage,PUTAWAY_ERROR,USER-10,Afternoon,287,292,ADJ-49343,Receiving discrepancy,NORMAL,2024-01-06,14,3.92,19.6
1f439880-9b79-47b3-ba88-9aeaa0588f8a,2024-01-06 17:12:52,SKU-013,A-06-01,A,-5,Returns,RECEIVING_DISCREPANCY,USER-09,Afternoon,181,176,ADJ-45601,Putaway error corrected,NORMAL,2024-01-06,17,1.52,-7.6
2ea50d5a-59b1-4caf-bfa5-56382f53efc4,2024-01-06 20:14:20,SKU-014,D-01-02,D,-1,Damage,PICKING_ERROR,USER-03,Afternoon,489,488,ADJ-51934,Damaged goods removed,NORMAL,2024-01-06,20,2.06,-2.06
aa9baa6f-57f7-4f71-8284-a650cb2b8ac3,2024-01-06 22:33:06,SKU-026,E-06-03,E,2,Unknown,PICKING_ERROR,USER-06,Night,363,365,ADJ-15559,Putaway error corrected,NORMAL,2024-01-06,22,6.64,13.28
a05f0675-965c-4136-9bf1-18d7093e5d98,2024-01-07 01:06:29,SKU-010,D-05-03,D,-1,CycleCount,OTHER,USER-03,Night,257,256,ADJ-28322,Qty mismatch after cycle count,NORMAL,2024-01-07,1,3.95,-3.95
06305d68-c056-4502-9cbb-cabee3422834,2024-01-07 01:12:05,SKU-002,A-04-03,A,-2,CycleCount,PICKING_ERROR,USER-08,Night,177,175,ADJ-13662,Qty mismatch after cycle count,NORMAL,2024-01-07,1,12.67,-25.34
dd22cc3c-0153-4d68-a0dc-97ac3801c4ce,2024-01-07 01:12:12,SKU-002,A-02-01,A,5,Unknown,DAMAGED_GOODS,USER-08,Night,223,228,ADJ-65296,Putaway error corrected,NORMAL,2024-01-07,1,12.67,63.35
98db4626-2c01-4e3f-bb73-b26d8f8ae0ab,2024-01-07 03:17:12,SKU-006,D-06-02,D,-3,Damage,DAMAGED_GOODS,USER-10,Night,192,189,DMG-5801,Beverage damage — small qty high value,P5_HIGH_VALUE_LOSS,2024-01-07,3,10.0,-30.0
5bcea084-1254-4265-937e-6d0a092dc42a,2024-01-07 05:40:33,SKU-005,D-05-01,D,-8,Unknown,OTHER,USER-07,Night,138,130,ADJ-30767,,P3_USER07_ENDSHIFT,2024-01-07,5,10.0,-80.0
31ff0f12-1d25-46c5-babc-feed65d28117,2024-01-07 06:40:32,SKU-023,E-06-01,E,-1,Damage,SYSTEM_ERROR,USER-09,Morning,106,105,ADJ-28818,Damaged goods removed,NORMAL,2024-01-07,6,6.98,-6.98
580b19df-9eb2-42fb-8d25-99304346ae1d,2024-01-07 10:11:11,SKU-011,D-02-03,D,-1,Damage,DAMAGED_GOODS,USER-09,Morning,366,365,ADJ-41182,Qty mismatch after cycle count,NORMAL,2024-01-07,10,2.27,-2.27
f64564d2-3f89-4f25-a586-d2e7f64157aa,2024-01-07 10:26:24,SKU-020,D-03-02,D,-4,Unknown,SYSTEM_ERROR,USER-02,Morning,470,466,ADJ-63011,Receiving discrepancy,NORMAL,2024-01-07,10,9.57,-38.28
517056e5-2b6e-4ccd-ab35-329a425dada3,2024-01-07 12:40:20,SKU-004,D-05-02,D,-1,Unknown,PICKING_ERROR,USER-05,Morning,170,169,ADJ-60012,Receiving discrepancy,NORMAL,2024-01-07,12,12.09,-12.09
026457b0-d8f8-4d7b-a367-e2d22a1d0bfb,2024-01-07 15:06:04,SKU-021,C-05-02,C,-5,Returns,RECEIVING_DISCREPANCY,USER-06,Afternoon,99,94,ADJ-13676,Zone C location discrepancy,P2_ZONE_C_VOLATILE,2024-01-07,15,4.12,-20.6
f80f7891-1794-4faf-a5c0-a5edb507b705,2024-01-07 15:38:48,SKU-018,D-02-03,D,4,Damage,RECEIVING_DISCREPANCY,USER-02,Afternoon,149,153,ADJ-52284,Damaged goods removed,NORMAL,2024-01-07,15,3.87,15.48
d2212d04-9eae-490d-b59b-17feee5a0fe3,2024-01-07 16:35:46,SKU-007,A-04-01,A,-6,CycleCount,QTY_MISMATCH,USER-03,Afternoon,237,231,CC-5215,Consistent shortfall — cause unknown,P1_CHRONIC_SHRINKAGE,2024-01-07,16,2.5,-15.0
4e1622a0-4abd-4acd-8e30-0e3cd22e3ea0,2024-01-07 16:42:30,SKU-013,D-03-01,D,-4,Damage,OTHER,USER-02,Afternoon,309,305,ADJ-24184,Damaged goods removed,NORMAL,2024-01-07,16,1.52,-6.08
25823858-91ea-442d-bcbe-3845a0f679fc,2024-01-08 01:16:13,SKU-015,E-05-01,E,4,Returns,SYSTEM_ERROR,USER-10,Night,118,122,ADJ-20363,Receiving discrepancy,NORMAL,2024-01-08,1,2.69,10.76
f47fe7ed-f6dc-44c3-8428-d9cdaa0034d2,2024-01-08 03:45:18,SKU-020,D-02-03,D,-4,Returns,RECEIVING_DISCREPANCY,USER-05,Night,325,321,ADJ-45041,,NORMAL,2024-01-08,3,9.57,-38.28
8342df2a-66d5-40c5-a330-3770122d9e7f,2024-01-08 06:53:24,SKU-003,A-03-02,A,4,Unknown,RECEIVING_DISCREPANCY,USER-06,Morning,261,265,ADJ-72236,,NORMAL,2024-01-08,6,10.0,40.0
83082e13-fb74-470f-8b1a-c65c31119f6d,2024-01-08 10:23:52,SKU-016,A-03-01,A,1,Unknown,RECEIVING_DISCREPANCY,USER-01,Morning,410,411,ADJ-62028,Qty mismatch after cycle count,NORMAL,2024-01-08,10,4.94,4.94
c655289f-de8b-41a7-a1f9-ccb446b193af,2024-01-08 10:33:36,SKU-017,A-04-02,A,2,Returns,DAMAGED_GOODS,USER-05,Morning,361,363,ADJ-90516,,NORMAL,2024-01-08,10,3.92,7.84
9e956190-ae18-4c7b-8b0c-7ab72caa847f,2024-01-08 18:26:25,SKU-024,A-06-02,A,-4,Returns,SYSTEM_ERROR,USER-03,Afternoon,79,75,ADJ-51116,Damaged goods removed,NORMAL,2024-01-08,18,5.46,-21.84
ea500d93-512d-4605-9caf-0bcff90dd432,2024-01-08 21:43:51,SKU-018,B-01-02,B,3,Returns,SYSTEM_ERROR,USER-08,Afternoon,338,341,ADJ-12853,Receiving discrepancy,NORMAL,2024-01-08,21,3.87,11.61
0e5857f0-bda0-423c-9a78-b62291053e0b,2024-01-08 22:18:31,SKU-021,E-04-01,E,-4,CycleCount,DAMAGED_GOODS,USER-03,Night,76,72,ADJ-76269,Qty mismatch after cycle count,NORMAL,2024-01-08,22,4.12,-16.48
99cb5216-d9a3-4dfa-bc4d-62217f332477,2024-01-09 08:36:36,SKU-017,D-04-01,D,1,Returns,OTHER,USER-09,Morning,365,366,ADJ-51462,Receiving discrepancy,NORMAL,2024-01-09,8,3.92,3.92
51085a55-2c05-4f93-a786-9825c923326d,2024-01-09 11:20:38,SKU-005,B-05-01,B,-2,Unknown,SYSTEM_ERROR,USER-04,Morning,322,320,ADJ-42053,Qty mismatch after cycle count,NORMAL,2024-01-09,11,10.0,-20.0
740e52ca-3bff-4d31-9d37-8348ff7bda1b,2024-01-09 12:52:09,SKU-014,E-03-01,E,-1,CycleCount,DAMAGED_GOODS,USER-03,Morning,58,57,ADJ-72373,,NORMAL,2024-01-09,12,2.06,-2.06
407a2666-5461-44a1-8831-5be8d717b99c,2024-01-09 15:08:50,SKU-006,D-05-01,D,-1,Damage,DAMAGED_GOODS,USER-09,Afternoon,225,224,DMG-5886,Beverage damage — small qty high value,P5_HIGH_VALUE_LOSS,2024-01-09,15,10.0,-10.0
974e6ab2-e005-4dae-b273-00bfc5a329e1,2024-01-09 15:29:03,SKU-008,D-06-02,D,-3,Returns,RECEIVING_DISCREPANCY,USER-04,Afternoon,387,384,ADJ-11447,Putaway error corrected,NORMAL,2024-01-09,15,11.42,-34.26
13e8e645-cde2-4595-8d39-022d6787ac53,2024-01-09 15:43:21,SKU-018,D-01-01,D,1,Returns,PICKING_ERROR,USER-10,Afternoon,442,443,ADJ-84569,,NORMAL,2024-01-09,15,3.87,3.87
97fb3a62-e46c-4295-b10d-d56a1144a7b4,2024-01-09 19:54:37,SKU-024,B-05-03,B,5,Returns,RECEIVING_DISCREPANCY,USER-09,Afternoon,404,409,ADJ-49273,Receiving discrepancy,NORMAL,2024-01-09,19,5.46,27.3
39a5d015-ec7c-4c2e-9a8c-4fc8aa017cb7,2024-01-10 01:20:36,SKU-001,D-06-02,D,-1,Damage,DAMAGED_GOODS,USER-06,Night,140,139,DMG-7815,Beverage damage — small qty high value,P5_HIGH_VALUE_LOSS,2024-01-10,1,11.75,-11.75
500fc3a9-3a38-40cd-9dc1-e99e0390b381,2024-01-10 01:34:46,SKU-020,C-04-02,C,-6,Damage,QTY_MISMATCH,USER-03,Night,151,145,ADJ-35127,Zone C location discrepancy,P2_ZONE_C_VOLATILE,2024-01-10,1,9.57,-57.42
5efdcd41-cf7a-4eca-9425-904e0db09166,2024-01-10 01:51:33,SKU-004,D-02-03,D,-5,CycleCount,PICKING_ERROR,USER-10,Night,76,71,ADJ-19034,Receiving discrepancy,NORMAL,2024-01-10,1,12.09,-60.45
4c378838-8ec7-4460-808c-e93d43cefa14,2024-01-10 03:21:26,SKU-003,D-02-02,D,-1,Damage,DAMAGED_GOODS,USER-06,Night,163,162,DMG-8711,Beverage damage — small qty high value,P5_HIGH_VALUE_LOSS,2024-01-10,3,10.0,-10.0
5ac4b9f1-db7e-4294-8022-0520de89a500,2024-01-10 06:30:27,SKU-006,B-02-01,B,-3,CycleCount,RECEIVING_DISCREPANCY,USER-06,Morning,82,79,ADJ-92090,Damaged goods removed,NORMAL,2024-01-10,6,10.0,-30.0
f6005dec-d7e6-42b9-9b95-bb11edd1464f,2024-01-10 11:22:38,SKU-004,B-02-03,B,-2,Damage,DAMAGED_GOODS,USER-04,Morning,91,89,DMG-5790,Beverage damage — small qty high value,P5_HIGH_VALUE_LOSS,2024-01-10,11,12.09,-24.18
7de7ad6d-63f2-4bfc-a919-a1dd716a37c0,2024-01-10 13:47:08,SKU-019,C-05-02,C,-4,Returns,PICKING_ERROR,USER-07,Morning,76,72,ADJ-54215,Zone C location discrepancy,P2_ZONE_C_VOLATILE,2024-01-10,13,9.0,-36.0
3507a6ba-aed9-44ad-8771-d7ebec41fa69,2024-01-10 16:06:25,SKU-027,E-02-01,E,-3,Returns,OTHER,USER-10,Afternoon,472,469,ADJ-54444,,NORMAL,2024-01-10,16,22.54,-67.62
ad30d069-b7cc-4677-b68a-62f585058734,2024-01-10 20:36:25,SKU-015,A-04-02,A,3,Unknown,PUTAWAY_ERROR,USER-01,Afternoon,89,92,ADJ-25096,Receiving discrepancy,NORMAL,2024-01-10,20,2.69,8.07
024e1253-66db-4cc2-ab3a-240c20bce4fb,2024-01-10 21:25:15,SKU-023,E-05-01,E,5,Damage,SYSTEM_ERROR,USER-04,Afternoon,406,411,ADJ-10726,Qty mismatch after cycle count,NORMAL,2024-01-10,21,6.98,34.9
730a77b7-10af-4de8-816c-67ac4d485438,2024-01-10 21:57:43,SKU-020,D-01-01,D,-1,CycleCount,QTY_MISMATCH,USER-09,Afternoon,116,115,ADJ-60279,Qty mismatch after cycle count,NORMAL,2024-01-10,21,9.57,-9.57
d0876a08-54cf-4f38-8b08-cee0cbbece80,2024-01-10 22:07:49,SKU-006,E-05-01,E,-3,Damage,PICKING_ERROR,USER-04,Night,468,465,ADJ-68059,Putaway error corrected,NORMAL,2024-01-10,22,10.0,-30.0
c623edb4-8e2a-4db2-aa20-66585c428815,2024-01-11 02:15:41,SKU-025,A-04-03,A,-2,CycleCount,QTY_MISMATCH,USER-08,Night,117,115,ADJ-72886,Damaged goods removed,NORMAL,2024-01-11,2,2.27,-4.54
5b449b69-141c-44cd-83f1-fe93cce6bb25,2024-01-11 03:39:20,SKU-022,E-06-01,E,4,Unknown,RECEIVING_DISCREPANCY,USER-01,Night,71,75,ADJ-46009,Receiving discrepancy,NORMAL,2024-01-11,3,2.47,9.88
89fb0920-1db4-44d6-ac53-cf41e1db6914,2024-01-11 05:00:09,SKU-017,C-02-02,C,2,Returns,DAMAGED_GOODS,USER-08,Night,61,63,ADJ-61820,Zone C location discrepancy,P2_ZONE_C_VOLATILE,2024-01-11,5,3.92,7.84
84af1d9d-8f80-45f1-a151-711225ba6755,2024-01-11 09:05:32,SKU-014,D-04-01,D,4,Returns,RECEIVING_DISCREPANCY,USER-03,Morning,326,330,ADJ-54657,Putaway error corrected,NORMAL,2024-01-11,9,2.06,8.24
aec74e03-be52-43b2-88eb-e4cec406475b,2024-01-11 09:07:23,SKU-008,B-06-02,B,-1,Damage,DAMAGED_GOODS,USER-03,Morning,158,157,DMG-1587,Beverage damage — small qty high value,P5_HIGH_VALUE_LOSS,2024-01-11,9,11.42,-11.42
